x,y,u,v,p
-0.00044491,0.00073597,0.0016146,1.4578e-05,0.00034687
-0.00046632,0.00077139,0.0017505,1.2731e-05,0.00033377
-0.00049018,0.00081085,0.0018896,1.1177e-05,0.00032361
-0.00051675,0.00085481,0.0020326,9.887e-06,0.00031574
-0.00054635,0.00090377,0.0021798,8.8277e-06,0.00030967
-0.00057932,0.00095831,0.0023318,7.9642e-06,0.000305
-0.00061605,0.0010191,0.002489,7.2638e-06,0.00030144
-0.00065697,0.0010868,0.0026518,6.6968e-06,0.00029875
-0.00070255,0.0011622,0.0028207,6.2368e-06,0.00029675
-0.00075333,0.0012462,0.0029961,5.8615e-06,0.0002953
-0.00080989,0.0013397,0.0031781,5.5534e-06,0.0002943
-0.0008729,0.001444,0.0033671,5.3006e-06,0.00029366
-0.00094309,0.0015601,0.0035634,5.0979e-06,0.0002933
-0.0010213,0.0016894,0.0037671,4.9461e-06,0.00029317
-0.0011084,0.0018335,0.0039787,4.8508e-06,0.00029319
-0.0012054,0.001994,0.0041983,4.8212e-06,0.00029332
-0.0013135,0.0021728,0.0044263,4.8702e-06,0.00029351
-0.0014339,0.002372,0.0046631,5.0191e-06,0.00029369
-0.0015681,0.0025939,0.0049093,5.3247e-06,0.0002938
-0.0017175,0.0028411,0.0051658,5.9489e-06,0.00029377
-0.0018839,0.0031164,0.0054347,7.2365e-06,0.00029339
-0.0020694,0.0034231,0.0057346,9.8668e-06,0.00029233
-0.00028403,0.00041149,0.0,0.0,0.001065
-0.00028424,0.00041179,-1.3386e-08,-8.1469e-09,0.0010654
-0.00028446,0.00041212,-2.175e-08,-1.4285e-08,0.0010665
-0.00028472,0.00041248,-2.9106e-08,-1.9e-08,0.0010678
-0.000285,0.00041289,-3.7186e-08,-2.4307e-08,0.0010693
-0.00028531,0.00041334,-4.7155e-08,-3.0625e-08,0.0010711
-0.00028566,0.00041385,-5.9808e-08,-3.8497e-08,0.0010731
-0.00028605,0.00041441,-7.5995e-08,-4.844e-08,0.0010753
-0.00028648,0.00041504,-9.6797e-08,-6.106e-08,0.0010779
-0.00028697,0.00041574,-1.2364e-07,-7.713e-08,0.0010808
-0.0002875,0.00041652,-1.5845e-07,-9.7655e-08,0.001084
-0.0002881,0.00041739,-2.0379e-07,-1.2395e-07,0.0010878
-0.00028877,0.00041835,-2.6315e-07,-1.5775e-07,0.0010921
-0.00028951,0.00041943,-3.4116e-07,-2.013e-07,0.001097
-0.00029034,0.00042063,-4.4398e-07,-2.575e-07,0.0011026
-0.00029126,0.00042197,-5.7962e-07,-3.3e-07,0.001109
-0.00029229,0.00042346,-7.5808e-07,-4.233e-07,0.0011165
-0.00029344,0.00042512,-9.9112e-07,-5.4257e-07,0.0011251
-0.00029471,0.00042696,-1.291e-06,-6.9331e-07,0.0011349
-0.00029613,0.00042902,-1.6676e-06,-8.8021e-07,0.0011462
-0.00029772,0.00043132,-2.1211e-06,-1.1051e-06,0.0011589
-0.00029948,0.00043387,-2.6292e-06,-1.3645e-06,0.001173
-0.00030144,0.00043672,-3.1335e-06,-1.6444e-06,0.0011883
-0.00030363,0.00043989,-3.4937e-06,-1.9115e-06,0.0012043
-0.00030607,0.00044342,-3.4418e-06,-2.1066e-06,0.0012201
-0.00030878,0.00044735,-2.5519e-06,-2.142e-06,0.0012344
-0.00031181,0.00045173,-1.4252e-07,-1.8936e-06,0.0012454
-0.00031518,0.00045661,4.7951e-06,-1.2035e-06,0.001251
-0.00031893,0.00046205,1.3617e-05,1.0073e-07,0.0012488
-0.00032311,0.00046811,2.8058e-05,2.1811e-06,0.0012363
-0.00032777,0.00047486,5.0169e-05,5.1503e-06,0.0012115
-0.00033296,0.00048237,8.2123e-05,9.0182e-06,0.0011731
-0.00033874,0.00049075,0.00012598,1.3651e-05,0.0011209
-0.00034518,0.00050007,0.00018339,1.8756e-05,0.0010561
-0.00035235,0.00051046,0.00025528,2.3911e-05,0.00098142
-0.00036034,0.00052204,0.00034165,2.8615e-05,0.00090027
-0.00036924,0.00053493,0.00044146,3.238e-05,0.00081684
-0.00037915,0.0005493,0.0005529,3.4839e-05,0.00073527
-0.0003902,0.0005653,0.00067377,3.5825e-05,0.00065904
-0.0004025,0.00058312,0.00080167,3.5379e-05,0.00059063
-0.00041621,0.00060298,0.00093449,3.3723e-05,0.00053144
-0.00043148,0.0006251,0.0010705,3.1199e-05,0.00048177
-0.00044848,0.00064974,0.0012085,2.8167e-05,0.00044115
-0.00046743,0.00067719,0.0013479,2.4966e-05,0.00040863
-0.00048854,0.00070777,0.0014886,2.1862e-05,0.00038297
-0.00051205,0.00074183,0.0016309,1.9025e-05,0.00036294
-0.00053824,0.00077978,0.0017754,1.654e-05,0.00034741
-0.00056742,0.00082205,0.0019226,1.443e-05,0.0003354
-0.00059992,0.00086913,0.0020732,1.268e-05,0.00032614
-0.00063613,0.00092159,0.0022277,1.1254e-05,0.00031901
-0.00067646,0.00098002,0.0023868,1.0107e-05,0.00031351
-0.00072139,0.0010451,0.002551,9.1917e-06,0.00030929
-0.00077144,0.0011176,0.0027207,8.4655e-06,0.00030606
-0.0008272,0.0011984,0.0028964,7.8898e-06,0.0003036
-0.0008893,0.0012884,0.0030784,7.4329e-06,0.00030176
-0.00095849,0.0013886,0.0032672,7.0706e-06,0.0003004
-0.0010356,0.0015003,0.0034629,6.7876e-06,0.00029942
-0.0011214,0.0016247,0.0036659,6.5768e-06,0.00029875
-0.0012171,0.0017632,0.0038764,6.4378e-06,0.00029831
-0.0013236,0.0019176,0.0040948,6.3752e-06,0.00029803
-0.0014423,0.0020895,0.0043213,6.3994e-06,0.00029785
-0.0015745,0.0022811,0.0045563,6.5294e-06,0.00029771
-0.0017218,0.0024945,0.0048004,6.815e-06,0.00029755
-0.0018859,0.0027322,0.0050544,7.3985e-06,0.00029728
-0.0020687,0.002997,0.00532,8.6062e-06,0.00029673
-0.0022723,0.0032919,0.0056152,1.1158e-05,0.00029557
-0.00030836,0.00039359,0.0,0.0,0.0010098
-0.00030858,0.00039387,-9.0609e-09,-6.2525e-09,0.0010101
-0.00030883,0.00039419,-1.4337e-08,-1.0716e-08,0.0010109
-0.0003091,0.00039454,-1.8889e-08,-1.4071e-08,0.0010118
-0.00030941,0.00039493,-2.3914e-08,-1.7863e-08,0.0010129
-0.00030975,0.00039536,-3.0147e-08,-2.2401e-08,0.0010141
-0.00031013,0.00039585,-3.8038e-08,-2.8052e-08,0.0010155
-0.00031055,0.00039639,-4.807e-08,-3.5164e-08,0.0010171
-0.00031102,0.00039699,-6.0859e-08,-4.414e-08,0.0010188
-0.00031154,0.00039766,-7.7213e-08,-5.5493e-08,0.0010208
-0.00031213,0.0003984,-9.8209e-08,-6.9887e-08,0.0010231
-0.00031278,0.00039923,-1.2528e-07,-8.8192e-08,0.0010256
-0.0003135,0.00040016,-1.6037e-07,-1.1154e-07,0.0010285
-0.00031431,0.00040119,-2.0609e-07,-1.4144e-07,0.0010318
-0.00031521,0.00040233,-2.66e-07,-1.7986e-07,0.0010356
-0.00031621,0.00040361,-3.4496e-07,-2.2941e-07,0.0010399
-0.00031733,0.00040504,-4.4953e-07,-2.9351e-07,0.0010448
-0.00031857,0.00040662,-5.8852e-07,-3.7657e-07,0.0010505
-0.00031995,0.00040839,-7.7346e-07,-4.8421e-07,0.0010571
-0.0003215,0.00041036,-1.0187e-06,-6.2317e-07,0.0010648
-0.00032321,0.00041255,-1.3409e-06,-8.011e-07,0.0010736
-0.00032513,0.000415,-1.756e-06,-1.0255e-06,0.0010837
-0.00032726,0.00041772,-2.2738e-06,-1.3016e-06,0.0010953
-0.00032964,0.00042075,-2.884e-06,-1.6287e-06,0.0011083
-0.00033228,0.00042413,-3.5373e-06,-1.9945e-06,0.0011227
-0.00033523,0.00042789,-4.1035e-06,-2.3641e-06,0.001138
-0.00033851,0.00043208,-4.301e-06,-2.6682e-06,0.0011535
-0.00034217,0.00043675,-3.6619e-06,-2.8007e-06,0.0011679
-0.00034625,0.00044195,-1.4333e-06,-2.6101e-06,0.0011795
-0.00035079,0.00044774,3.5491e-06,-1.8977e-06,0.0011863
-0.00035584,0.0004542,1.2867e-05,-4.4337e-07,0.0011858
-0.00036147,0.00046139,2.8542e-05,1.9563e-06,0.0011755
-0.00036775,0.0004694,5.2972e-05,5.4388e-06,0.0011534
-0.00037474,0.00047832,8.8675e-05,1.0008e-05,0.001118
-0.00038253,0.00048826,0.00013798,1.5484e-05,0.0010693
-0.0003912,0.00049933,0.00020266,2.149e-05,0.0010085
-0.00040086,0.00051166,0.00028359,2.7499e-05,0.00093811
-0.00041163,0.0005254,0.00038053,3.2909e-05,0.00086172
-0.00042362,0.00054071,0.00049206,3.7156e-05,0.00078334
-0.00043698,0.00055776,0.00061593,3.9841e-05,0.00070695
-0.00045186,0.00057675,0.00074955,4.0812e-05,0.00063579
-0.00046843,0.00059791,0.0008902,4.0153e-05,0.00057216
-0.0004869,0.00062148,0.0010356,3.8152e-05,0.00051729
-0.00050747,0.00064773,0.0011839,3.5209e-05,0.00047137
-0.00053038,0.00067698,0.0013338,3.1739e-05,0.00043392
-0.00055591,0.00070956,0.0014848,2.8116e-05,0.00040401
-0.00058434,0.00074586,0.001637,2.463e-05,0.00038049
-0.00061602,0.00078629,0.0017908,2.1463e-05,0.00036217
-0.0006513,0.00083133,0.0019467,1.8706e-05,0.00034801
-0.00069061,0.0008815,0.0021054,1.6384e-05,0.0003371
-0.0007344,0.00093739,0.0022677,1.4477e-05,0.0003287
-0.00078318,0.00099965,0.0024341,1.294e-05,0.00032223
-0.00083751,0.001069,0.0026054,1.172e-05,0.00031724
-0.00089804,0.0011463,0.002782,1.0761e-05,0.00031338
-0.00096547,0.0012323,0.0029645,1.0012e-05,0.00031041
-0.0010406,0.0013282,0.0031532,9.4295e-06,0.00030812
-0.0011243,0.001435,0.0033486,8.9824e-06,0.00030637
-0.0012175,0.001554,0.0035509,8.65e-06,0.00030504
-0.0013213,0.0016865,0.0037604,8.4205e-06,0.00030404
-0.001437,0.0018342,0.0039775,8.29e-06,0.00030327
-0.0015658,0.0019986,0.0042024,8.2626e-06,0.00030267
-0.0017094,0.0021819,0.0044356,8.3527e-06,0.00030216
-0.0018693,0.002386,0.0046774,8.6015e-06,0.00030168
-0.0020474,0.0026133,0.0049287,9.1322e-06,0.00030115
-0.0022458,0.0028666,0.0051909,1.0255e-05,0.00030041
-0.0024669,0.0031487,0.0054813,1.273e-05,0.00029913
-0.00033156,0.00037426,0.0,0.0,0.00096477
-0.0003318,0.00037452,-6.3327e-09,-4.9352e-09,0.000965
-0.00033206,0.00037482,-9.7795e-09,-8.2811e-09,0.00096554
-0.00033236,0.00037516,-1.2718e-08,-1.0757e-08,0.00096622
-0.00033269,0.00037553,-1.5995e-08,-1.3577e-08,0.00096702
-0.00033305,0.00037594,-2.0086e-08,-1.6972e-08,0.00096791
-0.00033346,0.0003764,-2.5259e-08,-2.1202e-08,0.00096891
-0.00033392,0.00037691,-3.1807e-08,-2.6512e-08,0.00097003
-0.00033442,0.00037748,-4.0106e-08,-3.3186e-08,0.0009713
-0.00033498,0.00037812,-5.0651e-08,-4.1586e-08,0.00097272
-0.00033561,0.00037883,-6.4087e-08,-5.2179e-08,0.00097432
-0.00033631,0.00037962,-8.1266e-08,-6.5564e-08,0.00097612
-0.00033709,0.0003805,-1.0332e-07,-8.2519e-08,0.00097816
-0.00033796,0.00038148,-1.3175e-07,-1.0406e-07,0.00098047
-0.00033893,0.00038257,-1.6859e-07,-1.315e-07,0.00098309
-0.00034,0.00038378,-2.166e-07,-1.6661e-07,0.00098606
-0.0003412,0.00038514,-2.7956e-07,-2.1168e-07,0.00098946
-0.00034254,0.00038665,-3.6265e-07,-2.6981e-07,0.00099336
-0.00034403,0.00038833,-4.7303e-07,-3.4504e-07,0.00099783
-0.00034569,0.0003902,-6.2046e-07,-4.4274e-07,0.001003
-0.00034753,0.00039229,-8.1804e-07,-5.6979e-07,0.0010089
-0.00034959,0.00039461,-1.0828e-06,-7.3477e-07,0.0010159
-0.00035189,0.0003972,-1.4353e-06,-9.4769e-07,0.0010239
-0.00035444,0.00040008,-1.8977e-06,-1.2191e-06,0.0010332
-0.00035728,0.00040329,-2.4874e-06,-1.5574e-06,0.0010439
-0.00036045,0.00040687,-3.2032e-06,-1.9638e-06,0.001056
-0.00036398,0.00041085,-3.9954e-06,-2.4254e-06,0.0010695
-0.00036792,0.00041529,-4.7329e-06,-2.9033e-06,0.001084
-0.0003723,0.00042024,-5.1141e-06,-3.3163e-06,0.0010989
-0.00037718,0.00042575,-4.5912e-06,-3.5307e-06,0.0011128
-0.00038262,0.00043188,-2.2873e-06,-3.3557e-06,0.0011242
-0.00038867,0.00043872,3.1576e-06,-2.546e-06,0.001131
-0.00039542,0.00044634,1.3599e-05,-8.3322e-07,0.0011307
-0.00040294,0.00045482,3.1395e-05,2.0224e-06,0.0011209
-0.00041131,0.00046427,5.9303e-05,6.1669e-06,0.0010995
-0.00042064,0.0004748,0.00010014,1.1571e-05,0.0010654
-0.00043103,0.00048653,0.0001564,1.7978e-05,0.0010186
-0.0004426,0.00049959,0.00022986,2.4904e-05,0.00096045
-0.00045549,0.00051414,0.00032116,3.1709e-05,0.00089362
-0.00046985,0.00053036,0.00042968,3.7701e-05,0.0008216
-0.00048585,0.00054842,0.00055354,4.2269e-05,0.00074825
-0.00050368,0.00056853,0.00069006,4.5022e-05,0.00067727
-0.00052353,0.00059095,0.00083632,4.5853e-05,0.00061158
-0.00054565,0.00061591,0.00098938,4.4916e-05,0.00055315
-0.00057029,0.00064372,0.0011469,4.2561e-05,0.00050298
-0.00059773,0.0006747,0.0013069,3.9243e-05,0.00046113
-0.00062831,0.00070921,0.0014684,3.541e-05,0.00042707
-0.00066237,0.00074766,0.0016308,3.1455e-05,0.0003999
-0.00070031,0.00079048,0.0017944,2.7676e-05,0.00037854
-0.00074257,0.00083819,0.0019596,2.426e-05,0.00036192
-0.00078966,0.00089134,0.002127,2.1298e-05,0.00034907
-0.0008421,0.00095054,0.0022974,1.8811e-05,0.00033914
-0.00090053,0.0010165,0.0024716,1.6778e-05,0.00033148
-0.00096561,0.00109,0.0026502,1.5147e-05,0.00032555
-0.0010381,0.0011718,0.0028339,1.386e-05,0.00032095
-0.0011189,0.001263,0.0030232,1.2855e-05,0.00031737
-0.0012089,0.0013645,0.0032185,1.2082e-05,0.00031456
-0.0013091,0.0014776,0.0034204,1.15e-05,0.00031237
-0.0014207,0.0016037,0.0036291,1.1082e-05,0.00031064
-0.0015451,0.0017441,0.0038449,1.0809e-05,0.00030926
-0.0016837,0.0019005,0.0040683,1.0672e-05,0.00030813
-0.001838,0.0020747,0.0042995,1.0678e-05,0.00030719
-0.0020099,0.0022687,0.0045391,1.0855e-05,0.00030633
-0.0022015,0.0024849,0.0047876,1.1308e-05,0.00030549
-0.0024148,0.0027258,0.0050463,1.2332e-05,0.0003045
-0.0026525,0.002994,0.0053319,1.4735e-05,0.00030307
-0.00035355,0.00035355,0.0,0.0,0.00092732
-0.00035381,0.00035381,-4.5296e-09,-3.9789e-09,0.0009275
-0.00035409,0.00035409,-6.8403e-09,-6.5462e-09,0.0009279
-0.0003544,0.0003544,-8.7992e-09,-8.4278e-09,0.00092841
-0.00035475,0.00035475,-1.1012e-08,-1.059e-08,0.000929
-0.00035514,0.00035514,-1.3794e-08,-1.321e-08,0.00092965
-0.00035558,0.00035558,-1.7309e-08,-1.6476e-08,0.00093039
-0.00035606,0.00035606,-2.1742e-08,-2.0568e-08,0.00093121
-0.0003566,0.0003566,-2.734e-08,-2.5696e-08,0.00093214
-0.0003572,0.0003572,-3.4421e-08,-3.2131e-08,0.00093317
-0.00035787,0.00035787,-4.3399e-08,-4.0215e-08,0.00093434
-0.00035862,0.00035862,-5.4811e-08,-5.0385e-08,0.00093565
-0.00035945,0.00035945,-6.9361e-08,-6.3203e-08,0.00093713
-0.00036038,0.00036038,-8.7976e-08,-7.9392e-08,0.00093879
-0.00036141,0.00036141,-1.1188e-07,-9.9885e-08,0.00094067
-0.00036255,0.00036255,-1.4272e-07,-1.259e-07,0.0009428
-0.00036383,0.00036383,-1.8271e-07,-1.5902e-07,0.00094522
-0.00036526,0.00036526,-2.3486e-07,-2.0135e-07,0.00094796
-0.00036685,0.00036685,-3.0331e-07,-2.5566e-07,0.0009511
-0.00036862,0.00036862,-3.938e-07,-3.2565e-07,0.00095469
-0.00037059,0.00037059,-5.143e-07,-4.1625e-07,0.00095881
-0.00037278,0.00037278,-6.7585e-07,-5.3397e-07,0.00096357
-0.00037523,0.00037523,-8.9356e-07,-6.8733e-07,0.00096908
-0.00037795,0.00037795,-1.1874e-06,-8.8705e-07,0.00097548
-0.00038098,0.00038098,-1.5826e-06,-1.1459e-06,0.00098293
-0.00038436,0.00038436,-2.1069e-06,-1.4775e-06,0.00099159
-0.00038813,0.00038813,-2.7841e-06,-1.8931e-06,0.0010016
-0.00039232,0.00039232,-3.6178e-06,-2.3953e-06,0.001013
-0.00039699,0.00039699,-4.556e-06,-2.9688e-06,0.0010257
-0.0004022,0.0004022,-5.4506e-06,-3.5654e-06,0.0010394
-0.000408,0.000408,-5.9463e-06,-4.0818e-06,0.0010535
-0.00041445,0.00041445,-5.3802e-06,-4.3473e-06,0.0010666
-0.00042165,0.00042165,-2.7021e-06,-4.123e-06,0.0010772
-0.00042966,0.00042966,3.7025e-06,-3.1119e-06,0.001083
-0.00043859,0.00043859,1.6013e-05,-1.0002e-06,0.0010818
-0.00044854,0.00044854,3.696e-05,2.4753e-06,0.0010712
-0.00045961,0.00045961,6.9639e-05,7.443e-06,0.0010493
-0.00047196,0.00047196,0.00011707,1.3806e-05,0.0010153
-0.0004857,0.0004857,0.00018179,2.1197e-05,0.0009694
-0.00050102,0.00050102,0.00026535,2.9012e-05,0.00091326
-0.00051808,0.00051808,0.00036804,3.6502e-05,0.00084962
-0.00053709,0.00053709,0.00048874,4.2917e-05,0.00078189
-0.00055826,0.00055826,0.00062509,4.7644e-05,0.00071369
-0.00058184,0.00058184,0.00077405,5.0338e-05,0.00064833
-0.00060811,0.00060811,0.00093249,5.0965e-05,0.00058832
-0.00063738,0.00063738,0.0010974,4.9755e-05,0.00053526
-0.00066998,0.00066998,0.0012663,4.7109e-05,0.00048988
-0.0007063,0.0007063,0.0014376,4.3513e-05,0.00045213
-0.00074676,0.00074676,0.0016102,3.9435e-05,0.00042142
-0.00079183,0.00079183,0.0017838,3.5266e-05,0.00039691
-0.00084203,0.00084203,0.0019587,3.1302e-05,0.0003776
-0.00089796,0.00089796,0.0021353,2.7723e-05,0.00036252
-0.00096026,0.00096026,0.0023143,2.462e-05,0.0003508
-0.0010297,0.0010297,0.0024966,2.2013e-05,0.00034169
-0.001107,0.001107,0.0026828,1.9877e-05,0.00033461
-0.0011931,0.0011931,0.0028738,1.8159e-05,0.00032908
-0.001289,0.001289,0.0030699,1.6801e-05,0.00032474
-0.0013959,0.0013959,0.0032719,1.5752e-05,0.00032131
-0.001515,0.001515,0.0034801,1.4965e-05,0.00031858
-0.0016476,0.0016476,0.0036951,1.4404e-05,0.00031637
-0.0017953,0.0017953,0.003917,1.4042e-05,0.00031456
-0.0019599,0.0019599,0.0041464,1.3872e-05,0.00031304
-0.0021432,0.0021432,0.0043837,1.3906e-05,0.00031171
-0.0023475,0.0023475,0.0046294,1.4226e-05,0.00031047
-0.002575,0.002575,0.0048846,1.5115e-05,0.00030918
-0.0028284,0.0028284,0.0051654,1.7443e-05,0.00030753
-0.00037426,0.00033156,0.0,0.0,0.0008958
-0.00037452,0.0003318,-3.2877e-09,-3.2553e-09,0.00089593
-0.00037482,0.00033206,-4.8639e-09,-5.2586e-09,0.00089624
-0.00037516,0.00033236,-6.1996e-09,-6.7196e-09,0.00089662
-0.00037553,0.00033269,-7.7314e-09,-8.4156e-09,0.00089706
-0.00037594,0.00033305,-9.6691e-09,-1.0482e-08,0.00089755
-0.0003764,0.00033346,-1.2114e-08,-1.306e-08,0.0008981
-0.00037691,0.00033392,-1.5191e-08,-1.6284e-08,0.00089871
-0.00037748,0.00033442,-1.9065e-08,-2.0318e-08,0.00089939
-0.00037812,0.00033498,-2.3951e-08,-2.5367e-08,0.00090016
-0.00037883,0.00033561,-3.0124e-08,-3.1694e-08,0.00090102
-0.00037962,0.00033631,-3.7941e-08,-3.9631e-08,0.00090199
-0.0003805,0.00033709,-4.7863e-08,-4.96e-08,0.00090308
-0.00038148,0.00033796,-6.049e-08,-6.2142e-08,0.0009043
-0.00038257,0.00033893,-7.6611e-08,-7.7947e-08,0.00090568
-0.00038378,0.00034,-9.7261e-08,-9.7903e-08,0.00090723
-0.00038514,0.0003412,-1.2382e-07,-1.2316e-07,0.00090899
-0.00038665,0.00034254,-1.5813e-07,-1.552e-07,0.00091098
-0.00038833,0.00034403,-2.0269e-07,-1.9598e-07,0.00091323
-0.0003902,0.00034569,-2.609e-07,-2.4806e-07,0.0009158
-0.00039229,0.00034753,-3.3747e-07,-3.1485e-07,0.00091873
-0.00039461,0.00034959,-4.3891e-07,-4.0087e-07,0.00092208
-0.0003972,0.00035189,-5.7439e-07,-5.1218e-07,0.00092594
-0.00040008,0.00035444,-7.5671e-07,-6.5682e-07,0.00093039
-0.00040329,0.00035728,-1.0036e-06,-8.4536e-07,0.00093555
-0.00040687,0.00036045,-1.3388e-06,-1.0912e-06,0.00094156
-0.00041085,0.00036398,-1.7925e-06,-1.4102e-06,0.00094857
-0.00041529,0.00036792,-2.3988e-06,-1.8193e-06,0.00095674
-0.00042024,0.0003723,-3.1869e-06,-2.3322e-06,0.0009662
-0.00042575,0.00037718,-4.1612e-06,-2.9511e-06,0.000977
-0.00043188,0.00038262,-5.2583e-06,-3.654e-06,0.00098905
-0.00043872,0.00038867,-6.2897e-06,-4.375e-06,0.001002
-0.00044634,0.00039542,-6.8101e-06,-4.9779e-06,0.0010151
-0.00045482,0.00040294,-5.9949e-06,-5.2429e-06,0.0010271
-0.00046427,0.00041131,-2.5614e-06,-4.8756e-06,0.0010363
-0.0004748,0.00042064,5.4092e-06,-3.5277e-06,0.0010405
-0.00048653,0.00043103,2.047e-05,-8.4902e-07,0.0010375
-0.00049959,0.0004426,4.5723e-05,3.4235e-06,0.0010253
-0.00051414,0.00045549,8.4518e-05,9.3631e-06,0.0010021
-0.00053036,0.00046985,0.00013994,1.6766e-05,0.00096752
-0.00054842,0.00048585,0.00021436,2.5136e-05,0.00092216
-0.00056853,0.00050368,0.00030898,3.3747e-05,0.00086787
-0.00059095,0.00052353,0.00042356,4.1777e-05,0.00080745
-0.00061591,0.00054565,0.00055647,4.8458e-05,0.00074418
-0.00064372,0.00057029,0.00070495,5.3225e-05,0.0006813
-0.0006747,0.00059773,0.0008657,5.5811e-05,0.00062168
-0.00070921,0.00062831,0.0010355,5.626e-05,0.00056739
-0.00074766,0.00066237,0.0012114,5.4865e-05,0.00051965
-0.00079048,0.00070031,0.001391,5.2063e-05,0.00047895
-0.00083819,0.00074257,0.001573,4.8348e-05,0.0004451
-0.00089134,0.00078966,0.0017563,4.4182e-05,0.00041753
-0.00095054,0.0008421,0.0019408,3.9943e-05,0.00039543
-0.0010165,0.00090053,0.0021268,3.5912e-05,0.00037792
-0.00109,0.00096561,0.0023148,3.2268e-05,0.00036415
-0.0011718,0.0010381,0.0025055,2.9094e-05,0.00035334
-0.001263,0.0011189,0.0026997,2.6405e-05,0.00034486
-0.0013645,0.0012089,0.002898,2.4182e-05,0.00033817
-0.0014776,0.0013091,0.0031012,2.2387e-05,0.00033289
-0.0016037,0.0014207,0.0033099,2.0977e-05,0.00032867
-0.0017441,0.0015451,0.0035245,1.9904e-05,0.00032527
-0.0019005,0.0016837,0.0037455,1.9127e-05,0.00032249
-0.0020747,0.001838,0.0039733,1.862e-05,0.00032017
-0.0022687,0.0020099,0.0042085,1.8378e-05,0.00031818
-0.0024849,0.0022015,0.0044516,1.8458e-05,0.00031641
-0.0027258,0.0024148,0.0047034,1.9135e-05,0.00031469
-0.002994,0.0026525,0.0049795,2.1373e-05,0.00031273
-0.00039359,0.00030836,0.0,0.0,0.00086906
-0.00039387,0.00030858,-2.4089e-09,-2.6936e-09,0.00086916
-0.00039419,0.00030883,-3.4971e-09,-4.2781e-09,0.0008694
-0.00039454,0.0003091,-4.4233e-09,-5.4327e-09,0.00086969
-0.00039493,0.00030941,-5.5023e-09,-6.7868e-09,0.00087002
-0.00039536,0.00030975,-6.8742e-09,-8.4451e-09,0.00087038
-0.00039585,0.00031013,-8.6032e-09,-1.0514e-08,0.00087079
-0.00039639,0.00031055,-1.0774e-08,-1.3098e-08,0.00087125
-0.00039699,0.00031102,-1.3502e-08,-1.6326e-08,0.00087176
-0.00039766,0.00031154,-1.6935e-08,-2.036e-08,0.00087234
-0.0003984,0.00031213,-2.1261e-08,-2.5404e-08,0.00087298
-0.00039923,0.00031278,-2.6724e-08,-3.1719e-08,0.0008737
-0.00040016,0.0003135,-3.3636e-08,-3.9633e-08,0.00087451
-0.00040119,0.00031431,-4.2401e-08,-4.956e-08,0.00087541
-0.00040233,0.00031521,-5.3544e-08,-6.2029e-08,0.00087643
-0.00040361,0.00031621,-6.7751e-08,-7.7716e-08,0.00087758
-0.00040504,0.00031733,-8.5921e-08,-9.7482e-08,0.00087888
-0.00040662,0.00031857,-1.0925e-07,-1.2244e-07,0.00088034
-0.00040839,0.00031995,-1.3931e-07,-1.5401e-07,0.00088199
-0.00041036,0.0003215,-1.7824e-07,-1.9406e-07,0.00088385
-0.00041255,0.00032321,-2.2893e-07,-2.45e-07,0.00088598
-0.000415,0.00032513,-2.9533e-07,-3.1004e-07,0.00088839
-0.00041772,0.00032726,-3.8292e-07,-3.9338e-07,0.00089115
-0.00042075,0.00032964,-4.9935e-07,-5.0067e-07,0.00089431
-0.00042413,0.00033228,-6.5541e-07,-6.3942e-07,0.00089795
-0.00042789,0.00033523,-8.6629e-07,-8.1965e-07,0.00090215
-0.00043208,0.00033851,-1.1531e-06,-1.0545e-06,0.00090704
-0.00043675,0.00034217,-1.5446e-06,-1.3605e-06,0.00091273
-0.00044195,0.00034625,-2.0768e-06,-1.7572e-06,0.00091939
-0.00044774,0.00035079,-2.7904e-06,-2.2649e-06,0.00092716
-0.0004542,0.00035584,-3.7184e-06,-2.8984e-06,0.00093616
-0.00046139,0.00036147,-4.8606e-06,-3.6564e-06,0.00094642
-0.0004694,0.00036775,-6.1277e-06,-4.5029e-06,0.00095781
-0.00047832,0.00037474,-7.2542e-06,-5.3418e-06,0.00096991
-0.00048826,0.00038253,-7.6604e-06,-5.9924e-06,0.00098189
-0.00049933,0.0003912,-6.3264e-06,-6.1792e-06,0.00099245
-0.00051166,0.00040086,-1.6589e-06,-5.5455e-06,0.00099982
-0.0005254,0.00041163,8.6155e-06,-3.6948e-06,0.0010019
-0.00054071,0.00042362,2.742e-05,-2.6555e-07,0.00099665
-0.00055776,0.00043698,5.8164e-05,4.9655e-06,0.00098219
-0.00057675,0.00045186,0.00010431,1.1976e-05,0.00095737
-0.00059791,0.00046843,0.00016884,2.0432e-05,0.00092208
-0.00062148,0.0004869,0.00025377,2.9705e-05,0.00087732
-0.00064773,0.00050747,0.00035977,3.898e-05,0.00082512
-0.00067698,0.00053038,0.00048608,4.7404e-05,0.00076825
-0.00070956,0.00055591,0.00063059,5.4246e-05,0.0007097
-0.00074586,0.00058434,0.00079025,5.9021e-05,0.00065232
-0.00078629,0.00061602,0.00096167,6.1552e-05,0.00059846
-0.00083133,0.0006513,0.0011417,6.1952e-05,0.00054976
-0.0008815,0.00069061,0.0013275,6.0555e-05,0.0005071
-0.00093739,0.0007344,0.001517,5.7804e-05,0.00047076
-0.00099965,0.00078318,0.0017089,5.418e-05,0.00044048
